-9.899999618530273438e+00 9.865962304882099076e-02
-9.700000762939453125e+00 9.491421143307872399e-02
-9.500000000000000000e+00 9.336123588508801752e-02
-9.299999237060546875e+00 9.601042946695451108e-02
-9.100000381469726562e+00 9.491421143307872399e-02
-8.899999618530273438e+00 1.012174651278645032e-01
-8.700000762939453125e+00 1.099872093988708138e-01
-8.500000000000000000e+00 1.029531436815011580e-01
-8.299999237060546875e+00 1.096218033875788755e-01
-8.100000381469726562e+00 1.159250570823646687e-01
-7.900000095367431641e+00 1.087996398621720318e-01
-7.699999809265136719e+00 1.083428823480571263e-01
-7.500000000000000000e+00 1.020396286532713470e-01
-7.300000190734863281e+00 9.400069640484889910e-02
-7.099999904632568359e+00 8.632717016771836172e-02
-6.900000095367431641e+00 7.819688641647294658e-02
-6.699999809265136719e+00 8.568770964795749401e-02
-6.500000000000000000e+00 8.450014011125872582e-02
-6.300000190734863281e+00 8.724068519594820048e-02
-6.099999904632568359e+00 9.263042386250415483e-02
-5.900000095367431641e+00 9.747205351212222257e-02
-5.699999809265136719e+00 1.080688278395881968e-01
-5.500000000000000000e+00 1.130018089920292318e-01
-5.300000190734863281e+00 1.090736943706409889e-01
-5.099999904632568359e+00 1.034099011956160774e-01
-4.900000095367431641e+00 9.738070200929924147e-02
-4.699999809265136719e+00 9.226501785121223043e-02
-4.500000000000000000e+00 9.052933929757557563e-02
-4.300000190734863281e+00 9.354393889073397972e-02
-4.099999904632568359e+00 8.431743710561276361e-02
-3.900000095367431641e+00 8.057202548987048296e-02
-3.699999809265136719e+00 7.618715335436732072e-02
-3.500000000000000000e+00 6.677794856360014242e-02
-3.300000190734863281e+00 6.531632451843241705e-02
-3.099999904632568359e+00 6.321523995350382397e-02
-2.900000095367431641e+00 5.672928325307207559e-02
-2.699999809265136719e+00 5.855631330953171843e-02
-2.500000000000000000e+00 5.919577382929260001e-02
-2.300000190734863281e+00 6.010928885752241796e-02
-2.099999904632568359e+00 5.764279828130189354e-02
-1.899999976158142090e+00 7.335525676685486496e-02
-1.700000047683715820e+00 7.225903873297909175e-02
-1.500000000000000000e+00 8.714933369312520550e-02
-1.299999952316284180e+00 1.030444951843241391e-01
-1.100000023841857910e+00 1.297191340086350231e-01
-8.999999761581420898e-01 1.673559531717037641e-01
-7.000000476837158203e-01 2.235371274078379322e-01
-5.000000000000000000e-01 2.972577901859847493e-01
-3.000000119209289551e-01 4.048698605114580129e-01
-1.000000014901161194e-01 5.714036501577549609e-01
1.000000014901161194e-01 7.721029018598472016e-01
3.000000119209289551e-01 1.010713027233477224e+00
5.000000000000000000e-01 1.276637251951179053e+00
7.000000476837158203e-01 1.496337616240451807e+00
8.999999761581420898e-01 1.676208725298903968e+00
1.100000023841857910e+00 1.759795350381933021e+00
1.299999952316284180e+00 1.776147269387246874e+00
1.500000000000000000e+00 1.748011006517768307e+00
1.700000047683715820e+00 1.659217345773829289e+00
1.899999976158142090e+00 1.529406860262371382e+00
2.099999904632568359e+00 1.358396846977748318e+00
2.300000190734863281e+00 1.253068564222849623e+00
2.500000000000000000e+00 1.141345676270342224e+00
2.699999809265136719e+00 1.112569952881102608e+00
2.900000095367431641e+00 1.041224429176353494e+00
3.099999904632568359e+00 1.004135719030222695e+00
3.300000190734863281e+00 9.584599676187314232e-01
3.500000000000000000e+00 9.562675315509798768e-01
3.699999809265136719e+00 9.886973150531386256e-01
3.900000095367431641e+00 1.015737359888741365e+00
4.099999904632568359e+00 1.043599568249750975e+00
4.300000190734863281e+00 1.069177989040186016e+00
4.500000000000000000e+00 1.095669924858851063e+00
4.699999809265136719e+00 1.122618618191630890e+00
4.900000095367431641e+00 1.145730548405845317e+00
5.099999904632568359e+00 1.137508913151776824e+00
5.300000190734863281e+00 1.115401849468615092e+00
5.500000000000000000e+00 1.098319118440717501e+00
5.699999809265136719e+00 1.082880714463633431e+00
5.900000095367431641e+00 1.044239028769511801e+00
6.099999904632568359e+00 1.029622788317834603e+00
6.300000190734863281e+00 1.008246536657256831e+00
6.500000000000000000e+00 9.895194785785453861e-01
6.699999809265136719e+00 9.728021535619395532e-01
6.900000095367431641e+00 9.773697287030888026e-01
7.099999904632568359e+00 9.806583828047161777e-01
7.300000190734863281e+00 9.674124148953836544e-01
7.500000000000000000e+00 9.792881102623713918e-01
7.699999809265136719e+00 9.661334938558618912e-01
7.900000095367431641e+00 9.836729823978744847e-01
8.100000381469726562e+00 9.746291836183992308e-01
8.299999237060546875e+00 9.715232325224179011e-01
8.500000000000000000e+00 9.611091612005978613e-01
8.700000762939453125e+00 9.589167251328463148e-01
8.899999618530273438e+00 9.685086329292594831e-01
9.100000381469726562e+00 9.786486497426104547e-01
9.299999237060546875e+00 9.735329655845234020e-01
9.500000000000000000e+00 9.626621367485885816e-01
9.700000762939453125e+00 9.492334658336101239e-01
9.899999618530273438e+00 9.605610521836599469e-01
