################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  6.0721281262391746E-01 a         1     0     1     1     1
 -3.6454225704958254E-01 a         2     0     1     1     2
 -1.7977554588403519E-01 a         3     0     1     1     3
 -5.0277689967621908E-01 a         4     0     1     1     4
 -9.5282575795521351E-01 a         5     0     1     1     5
 -2.5488780122309599E-02 a         6     0     1     1     6
  1.9548385394084142E-01 a         7     0     1     1     7
 -6.6659288847801135E-01 a         8     0     1     1     8
 -1.6459871830751188E-01 a         9     0     1     1     9
 -5.7166202660292376E-01 a        10     0     1     1    10
  9.7227889637877069E-02 a        11     0     1     1    11
  1.9671693320896830E-01 a        12     0     1     1    12
  1.6870772816348956E-01 a        13     0     1     1    13
  6.4219738542311069E-02 a        14     0     1     1    14
  4.8051486402386256E-01 a        15     0     1     1    15
 -2.9143143511245490E-01 a        16     0     1     1    16
  8.6868184650377700E-01 a        17     0     1     1    17
  9.0657547375916392E-01 a        18     0     1     1    18
 -1.1826758931250687E+00 a        19     0     1     1    19
 -2.1655629535101709E-01 a        20     0     1     1    20
  4.9918923016700568E-02 a        21     0     1     1    21
  3.5060182360749287E-01 a        22     0     1     1    22
  1.9267221412801374E-02 a        23     0     1     1    23
  1.0162458106880509E-01 a        24     0     1     1    24
 -2.8740301433461896E-01 a        25     0     1     1    25
 -8.4282447853262832E-02 a        26     0     2     1     1
  4.4460013251887781E-01 a        27     0     2     1     2
  7.7900760633304714E-02 a        28     0     2     1     3
 -5.9848084034919084E-02 a        29     0     2     1     4
  8.7379293128832058E-01 a        30     0     2     1     5
 -1.3632142662120655E-01 a        31     0     2     1     6
  7.1381785032309422E-02 a        32     0     2     1     7
  3.4457346844608533E-01 a        33     0     2     1     8
 -1.0998217258435895E-01 a        34     0     2     1     9
 -4.5016930816357370E-01 a        35     0     2     1    10
 -2.2565664174202354E-01 a        36     0     2     1    11
  3.5119987513919965E-01 a        37     0     2     1    12
 -1.0029514215218815E+00 a        38     0     2     1    13
  3.4502065740057264E-01 a        39     0     2     1    14
  1.1466154056749078E+00 a        40     0     2     1    15
  4.0934249230446595E-01 a        41     0     2     1    16
 -6.8901679395394849E-02 a        42     0     2     1    17
  2.2299349780930608E-01 a        43     0     2     1    18
  1.2883502682281403E-01 a        44     0     2     1    19
  3.0379811057608308E-01 a        45     0     2     1    20
  5.9861004880934737E-02 a        46     0     2     1    21
  5.9657570110330382E-01 a        47     0     2     1    22
  3.5250342701795556E-02 a        48     0     2     1    23
  3.2738928916168003E-01 a        49     0     2     1    24
 -7.0538456623477075E-01 a        50     0     2     1    25
  1.1292637161129258E-01 a        51     0     3     1     1
  4.4375523882314069E-02 a        52     0     3     1     2
  3.2793002481396251E-02 a        53     0     3     1     3
 -2.2135988040913592E-03 a        54     0     3     1     4
 -1.0822906644600357E-01 a        55     0     3     1     5
 -1.9864770992720893E-01 a        56     0     3     1     6
 -1.1943514050558333E-01 a        57     0     3     1     7
  1.7262363756554228E-01 a        58     0     3     1     8
  2.1216710022148516E-01 a        59     0     3     1     9
  3.1817318962080551E-02 a        60     0     3     1    10
 -1.4965090774718540E-01 a        61     0     3     1    11
  2.1564461963931103E-01 a        62     0     3     1    12
  7.8369744894938087E-02 a        63     0     3     1    13
  4.6301048098314312E-02 a        64     0     3     1    14
 -6.8835279785657955E-02 a        65     0     3     1    15
 -2.6983650559857919E-01 a        66     0     3     1    16
  3.9159600993433158E-02 a        67     0     3     1    17
  2.3859535384359376E-01 a        68     0     3     1    18
  8.3883460835337733E-03 a        69     0     3     1    19
 -1.3119442932731398E-01 a        70     0     3     1    20
  1.0886565782671094E-01 a        71     0     3     1    21
 -7.3693519516270484E-02 a        72     0     3     1    22
 -7.5596647765979852E-02 a        73     0     3     1    23
 -9.3499496664116458E-02 a        74     0     3     1    24
 -2.8523696903318013E-01 a        75     0     3     1    25
  1.2368628048589611E-01 a        76     0     4     1     1
  1.3004848963213270E-01 a        77     0     4     1     2
  4.8328852241982684E-01 a        78     0     4     1     3
 -1.9906011713178129E-01 a        79     0     4     1     4
  2.2813193631413531E-01 a        80     0     4     1     5
 -1.9486983623173557E-01 a        81     0     4     1     6
 -2.8468510239429717E-01 a        82     0     4     1     7
 -8.3741018457367988E-01 a        83     0     4     1     8
  1.0651481538980325E+00 a        84     0     4     1     9
  3.6809400553128735E-01 a        85     0     4     1    10
 -1.6871526735110690E-01 a        86     0     4     1    11
 -6.7912328925179533E-01 a        87     0     4     1    12
  2.1737840776264580E-01 a        88     0     4     1    13
 -2.0012088227515390E-01 a        89     0     4     1    14
 -1.0678820741933237E+00 a        90     0     4     1    15
