################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -7.7746482184950239E-01 a         1     0     1     1     1
  9.0882269746935904E-02 a         2     0     1     1     2
  3.3162765446897940E-01 a         3     0     1     1     3
 -5.0688860905896427E-01 a         4     0     1     1     4
  3.2058513397859872E-01 a         5     0     1     1     5
  3.2782382530796940E-02 a         6     0     1     1     6
  7.7141945534681200E-01 a         7     0     1     1     7
 -6.2392419886157169E-01 a         8     0     1     1     8
  2.3212753470222548E-02 a         9     0     1     1     9
 -3.2134862240071510E-01 a        10     0     1     1    10
  8.6794349428170137E-01 a        11     0     1     1    11
  5.3683244738159919E-01 a        12     0     1     1    12
  6.2174280046515817E-01 a        13     0     1     1    13
  7.8162358884921157E-01 a        14     0     1     1    14
 -4.5081813405162779E-01 a        15     0     1     1    15
 -5.0432113003910173E-01 a        16     0     1     1    16
  7.3233400108806979E-01 a        17     0     1     1    17
 -5.6652562915753291E-01 a        18     0     1     1    18
 -5.1294087246622611E-01 a        19     0     1     1    19
 -1.7511608713072249E-02 a        20     0     1     1    20
 -7.4709479844372817E-02 a        21     0     1     1    21
 -5.0239370481025392E-01 a        22     0     1     1    22
 -3.6529913322753071E-01 a        23     0     1     1    23
 -4.7147796746870441E-01 a        24     0     1     1    24
  5.8216560900052328E-01 a        25     0     1     1    25
 -5.7442916650707519E-02 a        26     0     2     1     1
 -1.7709809333738887E-02 a        27     0     2     1     2
 -6.9523155463914008E-02 a        28     0     2     1     3
 -1.2884833714187388E-02 a        29     0     2     1     4
 -4.0605874570998693E-02 a        30     0     2     1     5
 -1.4937217752728318E-01 a        31     0     2     1     6
 -1.9300575988439383E-01 a        32     0     2     1     7
 -2.0796622768411089E-02 a        33     0     2     1     8
 -9.7012488580241071E-02 a        34     0     2     1     9
 -1.4209961247067862E-01 a        35     0     2     1    10
  2.5152025764440106E-02 a        36     0     2     1    11
 -2.9147482828099404E-02 a        37     0     2     1    12
  1.3534063250781961E-01 a        38     0     2     1    13
  1.7294480685998109E-01 a        39     0     2     1    14
 -2.7561393789737065E-03 a        40     0     2     1    15
 -2.5504542583109502E-01 a        41     0     2     1    16
 -3.2903039583906682E-02 a        42     0     2     1    17
 -9.8321662738904705E-02 a        43     0     2     1    18
 -2.3199821198831093E-02 a        44     0     2     1    19
 -1.1476493633293999E-01 a        45     0     2     1    20
  1.3618243895383006E-01 a        46     0     2     1    21
  4.1799077185002115E-02 a        47     0     2     1    22
 -1.3755794689811410E-01 a        48     0     2     1    23
 -2.1101347313710500E-01 a        49     0     2     1    24
 -2.0556034822809502E-01 a        50     0     2     1    25
 -4.5980740035003587E-01 a        51     0     3     1     1
 -6.7785740346263057E-01 a        52     0     3     1     2
  1.7608645830045339E-01 a        53     0     3     1     3
  3.1247761777802641E-01 a        54     0     3     1     4
 -4.2956419191956058E-02 a        55     0     3     1     5
  9.2880153744217397E-01 a        56     0     3     1     6
  1.8677968492298838E-01 a        57     0     3     1     7
 -7.1322935489773875E-01 a        58     0     3     1     8
 -3.6709987479288592E-01 a        59     0     3     1     9
 -2.2658267752923897E-01 a        60     0     3     1    10
  2.6694799256532453E-01 a        61     0     3     1    11
  4.6042323162214419E-02 a        62     0     3     1    12
  4.0202577980799070E-01 a        63     0     3     1    13
  6.4766685858417528E-01 a        64     0     3     1    14
  1.1937379760868072E-01 a        65     0     3     1    15
  4.3075089713704801E-01 a        66     0     3     1    16
  2.0327792004867482E-01 a        67     0     3     1    17
  7.4827468387406781E-02 a        68     0     3     1    18
 -3.9736740930337044E-01 a        69     0     3     1    19
  1.9820973712349282E-01 a        70     0     3     1    20
  4.8717587558055342E-01 a        71     0     3     1    21
  6.3004170340753263E-01 a        72     0     3     1    22
  8.9963419386185045E-02 a        73     0     3     1    23
  3.1709295054278114E-01 a        74     0     3     1    24
 -3.8197218073077605E-01 a        75     0     3     1    25
 -3.8231334482178086E-01 a        76     0     4     1     1
 -2.8290924100983711E-01 a        77     0     4     1     2
 -2.9002881472055566E-02 a        78     0     4     1     3
 -7.9097879686775474E-01 a        79     0     4     1     4
 -4.8344859842695104E-01 a        80     0     4     1     5
 -4.2815634000191793E-01 a        81     0     4     1     6
 -1.0160238922366498E+00 a        82     0     4     1     7
  6.1813504763823357E-01 a        83     0     4     1     8
 -6.1373826780608809E-01 a        84     0     4     1     9
  8.3091467500120952E-01 a        85     0     4     1    10
  1.0446399028378073E+00 a        86     0     4     1    11
  2.9926209873539267E-01 a        87     0     4     1    12
 -1.4253407405989782E+00 a        88     0     4     1    13
 -8.9250101791096126E-01 a        89     0     4     1    14
  9.7058430591745071E-02 a        90     0     4     1    15
  1.2994975090458032E+00 a        91     0     4     1    16
  1.1713552297761452E-01 a        92     0     4     1    17
  2.3348203247485211E-01 a        93     0     4     1    18
  4.0340606324771039E-01 a        94     0     4     1    19
  7.2760499273006082E-02 a        95     0     4     1    20
  3.4679059172816641E-02 a        96     0     4     1    21
  8.5747622620322461E-01 a        97     0     4     1    22
  1.0419469347171617E+00 a        98     0     4     1    23
  4.9890178806309304E-01 a        99     0     4     1    24
 -1.1135872495059461E-01 a       100     0     4     1    25
  1.3498081012942578E-01 a       101     0     5     1     1
 -6.9809266028636865E-02 a       102     0     5     1     2
  1.4386851076438995E-01 a       103     0     5     1     3
  4.8102671442168702E-03 a       104     0     5     1     4
 -3.1162643340336828E-02 a       105     0     5     1     5
  1.6547308945092984E-01 a       106     0     5     1     6
  4.4198747640488742E-02 a       107     0     5     1     7
 -2.8489744359323440E-02 a       108     0     5     1     8
  1.9293378782831291E-01 a       109     0     5     1     9
  1.9560023075660385E-01 a       110     0     5     1    10
 -4.8083648627083357E-02 a       111     0     5     1    11
  8.5709625187315161E-02 a       112     0     5     1    12
  4.3171695217692416E-02 a       113     0     5     1    13
 -1.8519290612754646E-01 a       114     0     5     1    14
  3.2622413783217480E-02 a       115     0     5     1    15
  2.5964870278542734E-01 a       116     0     5     1    16
 -1.5035234190248689E-01 a       117     0     5     1    17
 -2.0556189357701091E-01 a       118     0     5     1    18
  7.3270583757541849E-02 a       119     0     5     1    19
  7.1782767338660954E-03 a       120     0     5     1    20
 -2.0711814081450258E-01 a       121     0     5     1    21
 -2.2333612639744710E-01 a       122     0     5     1    22
 -9.0249860772736550E-03 a       123     0     5     1    23
  1.7203740949283025E-01 a       124     0     5     1    24
  2.7851410987609171E-01 a       125     0     5     1    25
 -1.3462075941601127E-03 a       126     0     6     1     1
 -3.3560695023456599E-01 a       127     0     6     1     2
 -1.4563563688767323E-01 a       128     0     6     1     3
  4.8705925311433975E-03 a       129     0     6     1     4
 -1.2794392872496524E-01 a       130     0     6     1     5
 -3.7036635878941521E-01 a       131     0     6     1     6
 -2.3314701437681304E-01 a       132     0     6     1     7
  1.1140093103977189E+00 a       133     0     6     1     8
  3.4335535377480375E-01 a       134     0     6     1     9
 -1.6434788995106070E-01 a       135     0     6     1    10
 -1.0515327430429355E-01 a       136     0     6     1    11
 -6.6539879742431063E-01 a       137     0     6     1    12
 -2.7819309134222836E-01 a       138     0     6     1    13
  1.6360872037321889E-01 a       139     0     6     1    14
  5.8792325231518372E-01 a       140     0     6     1    15
 -8.3662968371712765E-01 a       141     0     6     1    16
 -1.0784653991125695E-01 a       142     0     6     1    17
  1.6893512824224806E+00 a       143     0     6     1    18
  8.8278222615044077E-01 a       144     0     6     1    19
 -2.5975206417801466E-01 a       145     0     6     1    20
  2.6418505781900536E-01 a       146     0     6     1    21
 -6.0484233156477374E-01 a       147     0     6     1    22
 -2.0892585427409718E-01 a       148     0     6     1    23
 -1.2141511057199785E+00 a       149     0     6     1    24
  5.3939249737117623E-01 a       150     0     6     1    25
 -4.3003339983364763E-01 a       151     0     7     1     1
  6.5422950817333714E-01 a       152     0     7     1     2
 -1.4713754287378933E-01 a       153     0     7     1     3
  4.6002757390244631E-01 a       154     0     7     1     4
  3.8958025696528897E-01 a       155     0     7     1     5
  4.5081265915637359E-01 a       156     0     7     1     6
  6.7108705790892587E-01 a       157     0     7     1     7
 -7.9602248513702500E-01 a       158     0     7     1     8
  8.6968521161312429E-01 a       159     0     7     1     9
  2.4502133000921250E-01 a       160     0     7     1    10
 -8.1619062431507949E-01 a       161     0     7     1    11
  9.0421776632071862E-02 a       162     0     7     1    12
  8.5028893116193638E-01 a       163     0     7     1    13
  2.9945842951434803E-01 a       164     0     7     1    14
  2.8587803144106722E-01 a       165     0     7     1    15
 -1.6629435732403250E-01 a       166     0     7     1    16
  4.4869610773672242E-01 a       167     0     7     1    17
 -6.1013644911996023E-01 a       168     0     7     1    18
 -5.8564944591954653E-02 a       169     0     7     1    19
 -3.5850897072242061E-01 a       170     0     7     1    20
 -4.0742102241092026E-01 a       171     0     7     1    21
 -5.3170056889199513E-01 a       172     0     7     1    22
 -8.4193065885022317E-02 a       173     0     7     1    23
  1.1558467013901612E-01 a       174     0     7     1    24
  9.4843315472688638E-01 a       175     0     7     1    25
 -1.4763062721075756E-01 a       176     0     8     1     1
  6.1086351919168051E-02 a       177     0     8     1     2
 -7.3470857249049587E-02 a       178     0     8     1     3
 -1.0474863359554017E-01 a       179     0     8     1     4
 -2.0919311257070580E-02 a       180     0     8     1     5
 -1.7139865936727439E-02 a       181     0     8     1     6
  5.6736732281250388E-05 a       182     0     8     1     7
 -2.5856974278596130E-02 a       183     0     8     1     8
 -1.8962325395187423E-03 a       184     0     8     1     9
  3.6782492150017873E-02 a       185     0     8     1    10
  1.1578136960805190E-01 a       186     0     8     1    11
 -1.3966242322480568E-01 a       187     0     8     1    12
 -1.1022978351497033E-01 a       188     0     8     1    13
 -9.5728628110013800E-02 a       189     0     8     1    14
  6.3906474863753934E-02 a       190     0     8     1    15
  4.1726357720537517E-02 a       191     0     8     1    16
  2.7553362944312687E-01 a       192     0     8     1    17
 -1.9313723192190272E-02 a       193     0     8     1    18
 -1.1223413534352235E-01 a       194     0     8     1    19
 -1.5632744027635460E-02 a       195     0     8     1    20
 -3.6912179366201531E-02 a       196     0     8     1    21
  7.6009987376860919E-02 a       197     0     8     1    22
  2.4025203672333262E-01 a       198     0     8     1    23
 -9.9544605924671598E-02 a       199     0     8     1    24
  1.4432014518972965E-02 a       200     0     8     1    25
 -2.6997064323510611E-01 a       201     0     9     1     1
 -1.8908349680889464E-01 a       202     0     9     1     2
  7.6656336238549061E-01 a       203     0     9     1     3
 -2.7343794384551385E-02 a       204     0     9     1     4
  2.5371294144759393E-01 a       205     0     9     1     5
 -5.7315660060172069E-01 a       206     0     9     1     6
  3.8688342703581108E-01 a       207     0     9     1     7
 -6.0072723027167740E-01 a       208     0     9     1     8
 -3.8648247299528921E-01 a       209     0     9     1     9
 -8.4396231205058722E-02 a       210     0     9     1    10
  3.5591908653844634E-01 a       211     0     9     1    11
 -1.3399470727452137E-01 a       212     0     9     1    12
  5.6769649671783196E-01 a       213     0     9     1    13
  2.0894635963751509E-01 a       214     0     9     1    14
 -3.8238402269207195E-01 a       215     0     9     1    15
  2.4790318663276656E-01 a       216     0     9     1    16
 -3.4567802072884757E-01 a       217     0     9     1    17
 -5.1349365669669556E-01 a       218     0     9     1    18
  1.1405520897155204E-01 a       219     0     9     1    19
  7.8204567463460839E-01 a       220     0     9     1    20
 -3.4819927803695333E-01 a       221     0     9     1    21
  5.9435170030696138E-01 a       222     0     9     1    22
  7.4860210386842013E-02 a       223     0     9     1    23
  2.6309632691354740E-01 a       224     0     9     1    24
 -9.4422383731765203E-01 a       225     0     9     1    25
 -2.0775966410956853E-01 a       226     0    10     1     1
 -2.3457679861070549E-01 a       227     0    10     1     2
  3.3923916878748905E-01 a       228     0    10     1     3
 -8.2873282771594592E-01 a       229     0    10     1     4
 -1.9794909224630619E-01 a       230     0    10     1     5
 -4.1484328514816227E-01 a       231     0    10     1     6
 -1.8401118241302369E-01 a       232     0    10     1     7
 -1.7381725630819275E-01 a       233     0    10     1     8
 -4.5052482857376847E-01 a       234     0    10     1     9
  4.7689998998795852E-01 a       235     0    10     1    10
  3.0455196277752705E-01 a       236     0    10     1    11
  3.3413624860239138E-01 a       237     0    10     1    12
 -1.9407224550570931E-01 a       238     0    10     1    13
  1.0394778797441327E-01 a       239     0    10     1    14
 -4.0157314826537649E-01 a       240     0    10     1    15
 -1.1437835066518298E-01 a       241     0    10     1    16
 -3.9591206678435931E-01 a       242     0    10     1    17
 -1.7357626129100046E-01 a       243     0    10     1    18
 -3.7538213066759540E-01 a       244     0    10     1    19
 -5.8620947298858361E-01 a       245     0    10     1    20
  4.5445803004476489E-02 a       246     0    10     1    21
  2.3361119654321622E-01 a       247     0    10     1    22
  4.3042778142601751E-01 a       248     0    10     1    23
 -9.2210508945411829E-02 a       249     0    10     1    24
  1.3124977384224315E-01 a       250     0    10     1    25
  1.0045101910995674E-02 a       251     0    11     1     1
  1.7142150086628134E-02 a       252     0    11     1     2
 -2.2289249416263979E-01 a       253     0    11     1     3
  1.9567484596157295E-01 a       254     0    11     1     4
  1.1704791127734248E-02 a       255     0    11     1     5
  2.0510123578447573E-01 a       256     0    11     1     6
  2.7639269132728883E-01 a       257     0    11     1     7
 -2.9865170603777641E-01 a       258     0    11     1     8
  3.8372668614302989E-02 a       259     0    11     1     9
  1.6794114604832269E-01 a       260     0    11     1    10
 -1.1095954160069456E-01 a       261     0    11     1    11
  4.7722030897946265E-02 a       262     0    11     1    12
 -6.7233227615230290E-02 a       263     0    11     1    13
 -2.8307511317478745E-01 a       264     0    11     1    14
