1,70.49
20.7,60.52
34.5,52.33
48.3,45.48
62.0,38.87
68.9,35.15
72.4,13.85
55.8,13.04
79.3,19.94
82.7,23.99
89.6,22.35
103.4,27.14
124.1,27.17

